,job_title,company_name,date,location,skills,links,salary,responsabilites
113,Senior Computer Vision Engineer,Confidential -,1 month ago,"Maadi, Cairo, Egypt ",Full timeExperienced · 4+ Yrs of Exp · Computer Science · Information Technology (IT) · Computer Engineering · Machine Learning · Engineering · Python · Linux · Keras · PyTorch · Tensorflow,https://wuzzuf.net/jobs/p/tyWHBV92LYlk-Senior-Computer-Vision-Engineer-Cairo-Egypt?o=114&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,Confidential,"This individual must have the ability to effectively product-ionize existing prototypes and service models at all stages of development. | This employee is expected to have backgrounds in computer vision/deep learning, and is passionate about developing production-ready, high-quality software. | The ideal candidate will be passionate about artificial intelligence and stay up-to-date with the latest developments in the field. | "
114,Sr. Security Admin,MigrationIT.com,1 month ago,"Alexandria, Egypt ",Full timeExperienced · 6 - 10 Yrs of Exp · CISSP · GCIA · PCI · Security Admin · Computer Science · Information Technology (IT) · IT/Software Development,https://wuzzuf.net/jobs/p/Gu4gb2QodMQa-Sr-Security-Admin-MigrationIT-com-Alexandria-Egypt?o=115&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,"10,000 to 20,000 EGP per month","BSc degree in Computer Science or related field or 4 additional years of work experience | 6-10 years of IT experience | 6 years of experience working in a Security environment Advanced training on anomaly detection; tool-specific training for data aggregation and analysis and threat intelligence | Analyzes and recommends security controls and procedures in acquisition, development, and change management lifecycle of information systems, and monitors for compliance | Analyzes and develops information security governance, including organizational policies, procedures, standards, baselines and guidelines with respect to information security and use and operation of information systems. | Develops and administers, or provides advice, evaluation, and oversight for, information security training and awareness programs | Strong understanding of security compliance standards and frameworks (PCI, ISO, SOX, etc) | Familiar with IoT security | Sys admin skills (Linux/Mac/Windows); programming skills (Python, Ruby, PHP, C, C#, Java, Perl, and more); security skills (CISSP, GCIA GCIH, GCFA, GCFE) | Fuse locally derived and externally sourced cyber threat intelligence into signatures, detection techniques, and analytics intended to detect and track the advanced threat | Strong understanding of root causes of malware infections and proactive mitigation | Strong understanding of lateral movement and footholds | Strong understanding of data exfiltration techniques. Demonstrated ability in critical thinking, problem solving, and analytics | Real world experience analyzing complex attacks and understand TTPs of threat actors | Experience in network/host based intrusion analysis, malware analysis, forensics, and cyber threat intel | Knowledge of advanced threat actors and complex attacks | Knowledge of Splunk/Qradar/logarithm/steal watch/SolarWinds | "
115,Associate Product Manager,Confidential -,1 month ago,"Giza, Egypt ",Full timeExperienced · 2 - 3 Yrs of Exp · Product Manager · Starup · Logistics · Trucking · Business Analysis · User Experience · Project Management · Marketing · Analysis · Product Owner,https://wuzzuf.net/jobs/p/XIz16z31v3L7-Associate-Product-Manager-Giza-Egypt?o=116&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,Confidential,"Business or UX background is preferred, field experience of an operational product in a startup environment is a must.  | 2-3 prior experience of business analyst role or product owner  | Analytical mindset, strong quantitative skill and familiar with basic statistics methodologies.  | Able to multi-task and be able to interact with cross functional teams | Strong written, verbal and presentation skills | Excellent strategic planning and strategic thinking skills. | Demonstrated knowledge of product planning and market research | Proven track record of taking end-to-end ownership and driving results. | Familiar with analytical tools: Google Analytics, Hotjar, UXCam, .. etc.  | Familiar with presentation tools: PowerPoint, Visio, Prezi .. etc.  | Familiar with project management & team collaboration tools: Trello, Jira, Zoho, Slack, Zoom .. etc. | "
116,Mystery Shopper Required - Oman,Leaves Mystery Shopping,1 month ago,"Muscat, Oman ",Part timeEntry Level · 1 - 20 Yrs of Exp · Computer Skills · eye on details · english skills · smartphone · Marketing/PR/Advertising · Quality · Analyst/Research,https://wuzzuf.net/jobs/p/nHtAGsHuT9tT-Mystery-Shopper-Required---Oman-Leaves-Mystery-Shopping-Muscat-Oman?o=117&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,Confidential, | 
117,Mystery Shopper Required - Bahrain,Leaves Mystery Shopping,1 month ago,"Manama, Bahrain ",Part timeEntry Level · 1 - 20 Yrs of Exp · Computer Skills · eye on details · english skills · smartphone · Marketing/PR/Advertising · Quality · Analyst/Research,https://wuzzuf.net/jobs/p/tisxYeA89oc0-Mystery-Shopper-Required---Bahrain-Leaves-Mystery-Shopping-Manama-Bahrain?o=118&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,Confidential, | 
118,Mystery Shopper Required - Qatar,Leaves Mystery Shopping,1 month ago,"Doha, Qatar ",Part timeEntry Level · 1 - 20 Yrs of Exp · Computer Skills · eye on details · english skills · smartphone · Marketing/PR/Advertising · Quality · Analyst/Research,https://wuzzuf.net/jobs/p/bX4xwaelO0wp-Mystery-Shopper-Required---Qatar-Leaves-Mystery-Shopping-Doha-Qatar?o=119&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,Confidential, | 
119,CFO - Medical equipment/Pharmaceutical,Premier Services and Recruitment,1 month ago,"Dokki, Giza, Egypt ",Full timeManager · 15 - 20 Yrs of Exp · finance function · CA  / MBA Finance · Operations · Management · Pharmaceutical · HealthCare · Medical · Accounting/Finance · Operations/Management,https://wuzzuf.net/jobs/p/ehOKXo3gi3iG-CFO---Medical-equipmentPharmaceutical-Premier-Services-and-Recruitment-Giza-Egypt?o=120&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,Confidential,"Up to 20+ years of relevant experience. | Proven track record in Medical equipment / Pharmaceutical trade experience. | Fully aware about the business cycle of Medical Equipment (Importation, Clearance, Storages, Sales, Collections, Taxations...etc.) | Certified Public Accountant / Chartered Financial Analyst / any relevent certificates or studies | "
120,Financial Manager,Firoz Group,4 days ago,"Nasr City, Cairo, Egypt ",Full timeManager · 5+ Yrs of Exp · Finance · Accounting · Financial Analysis · Financial Management · CPA · CMA · Accounting Software · Financial · MBA · Audit,https://wuzzuf.net/jobs/p/2Sp9Mq47xv34-Financial-Manager-Firoz-Group-Cairo-Egypt?o=121&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,Confidential,"Bachelors Degree in Accounting. | 5+ years Proven working experience as a Financial Controller. | Minimum 3 years supervisory experience is required. | CPA or CMA or MBA is preferred. | Solid experience in coordinating audit activities and managing reporting, budget development and analysis, accounts payable and receivable, general ledger, payroll, and accounting for investments. | Thorough knowledge of accounting principles and procedures | Experience with creating financial statements | Experience with general ledger functions and the month-end/year end close process | "
121,Marketing Manager - Medical Background,Confidential -,6 days ago,"Maadi, Cairo, Egypt ",Full timeManager · 8 - 15 Yrs of Exp · Business Analysis · Strategy · Analysis · Marketing · Market Research · Pharmacy · Pharma · Pharmaceutical · Physician · Physics,https://wuzzuf.net/jobs/p/xlojJh201zp3-Marketing-Manager---Medical-Background-Cairo-Egypt?o=122&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,Confidential,Physician or Pharmacist is Must | Analytical Skills | Leadership | Experience With Market Research Process | Excellent negotiation skills | Organizational expertise with strong attention to detail | Awareness of Medical Specialties & Sub Specialties | Exceptional networking and relationship building skills | Age From 29 - Up to 35 Maximum | 
122,Senior .NET Developer,SURE International Technology,1 month ago,"Nasr City, Cairo, Egypt ",Full timeExperienced · 4+ Yrs of Exp · Information Technology (IT) · Software Engineering · Software Development · Computer Science · OOP · ASP.NET · C#.Net · ADO.NET · SQL · MySQL,https://wuzzuf.net/jobs/p/EdeJG2Mxjpwi-Senior-NET-Developer-SURE-International-Technology-Cairo-Egypt?o=123&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,"Confidential, Salaries will be paid in US$",Computer Science. | Information Systems. | Computer/ Electrical/ Communication Engineering. | 
123,Senior React Native Developer,Zeal Rewards,1 month ago,"New Cairo, Cairo, Egypt ",Full timeExperienced · 2 - 5 Yrs of Exp · Computer Science · React Native · Software Development · React · UI · UX · Information Technology (IT) · IT/Software Development · Engineering - Telecom/Technology,https://wuzzuf.net/jobs/p/3eoVVBXbXTS6-Senior-React-Native-Developer-Zeal-Rewards-Cairo-Egypt?o=124&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,"Confidential, Employee of the month bonus and other benefits.","Strong Background in Javascript , React, React Native. | Solid understanding of application life cycle. | Proficient in fundamentals of object-oriented design, data structures, algorithm design, problem solving, and complexity analysis. | Maintain, support, troubleshoot, monitor, and optimise existing and future web and mobile applications | Knowledge of Git version control | Experience with REST web service framework and JSON | Experience with push notiﬁcations | Integration with mobile analytics | Experience in UI/UX Design | Experience with A/B testing, hypothesis building and best practices | Agile mentality, nimble approach and learner mindset | Ability to turn ideas into fast, reliable and maintainable code | "
124,Software Technical Lead/Principal Software Engineer,Coral Technology,1 month ago,"Nasr City, Cairo, Egypt ",Full timeManager · 6+ Yrs of Exp · Software Development · Scrum · Agile · Software · Computer Science · Information Technology (IT) · APIs · AWS · Software Engineering · English,https://wuzzuf.net/jobs/p/5cbD5BY7VA9c-Software-Technical-LeadPrincipal-Software-Engineer-Coral-Technology-Cairo-Egypt?o=125&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,Confidential,"B.Sc. in Computer Science or equivalent. | A minimum of 6 years of experience in software development. | A minimum of 2 years of experience as a Lead Developer/Technical Lead. | Significant expertise with the Laravel PHP web framework. | Significant expertise in developing with RESTful APIs and its standards. | Significant expertise with relational databases such as MySQL and query performance characteristics. | Familiarity with NoSQL databases. | Experience in unit testing and test-driven development. | Experience with configuration management using continuous integration and continuous deployment processes (e.g. Git, Gitlab, Jenkins). | Familiarity with Agile Scrum. | Experience with other backend frameworks like NodeJS, Sprint Boot, Django is a plus. | Demonstrated success in leading technical teams by establishing architecture and coding practices. | Excellent communication skills. | High English language proficiency. | Expertise in designing and developing Cloud computing apps/services/data stores on AWS and have a good understanding of cloud design architecture, cloud migration, and principles | "
125,E Commerce Shopify Specialist,Confidential -,1 month ago,"Sheraton, Cairo, Egypt ",Full timeExperienced · 2 - 5 Yrs of Exp · Marketing · E-Commerce · Social Media · E-marketing · Media · Digital Marketing · SEO · English · Google Analytics · Business,https://wuzzuf.net/jobs/p/tH9aq2McCE9Z-E-Commerce-Shopify-Specialist-Cairo-Egypt?o=126&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,"Confidential, Social & Medical Insurance + Annual Bonus",Fluent German and English Language is a Must. | Previous experience in ERP/Navision/SAP is a Plus. | Experience in working with different departments with different countries | Commerce/Marketing/Business Admin. Graduate from a reputable university. | GUC graduate are most welcome to apply | Max. age is 30 years | Total years of Experience from 2 to 5 years max. | Proficient in using MS applications particularly Word & Excel | 
126,Project Manager,Aman,1 month ago,"Giza, Egypt ",Full timeExperienced · 2+ Yrs of Exp · Project Management · Information Technology (IT) · Computer Science · Microsoft Office · Agile · PMP · MS Office · JIRA · IT/Software Development · Project/Program Management,https://wuzzuf.net/jobs/p/6pwLBAxRkgu6-Project-Manager-Aman-Giza-Egypt?o=127&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,Confidential,"Good understanding of business needs and project management methodologies | Business level:   | Successful development of all ongoing projects | Interpersonal level:   | Excellent communication, presentation, data display and reporting skills | Strong organizational and time-management skills | Focus on quality | Self-learner and capable of working under least supervision | Ability to handle pressure and Challenging Deadlines | Excellent teaming / cooperation skills | Good analytical brain | "
127,Head Of FP&A,Majorel Egypt,1 month ago,"Abbassia, Cairo, Egypt ",Full timeManager · 10+ Yrs of Exp · Finance · Financial Analysis · Financial Management · Analysis · CA · CPA · CFA · Accounting/Finance · Analyst/Research,https://wuzzuf.net/jobs/p/lnynWHMsGn75-Head-Of-FPA-Majorel-Egypt-Cairo-Egypt?o=128&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,Confidential,"Minimum of 10 years of relevant analytical experience | Significant analytical skillset, including the utilization of BI and reporting tools | Strong quantative abilities  | Able to solve complex problems | Excellent communication skills with ability to build relationships | Strong influencing and interpersonal skills | High level of  commercial acumen | Advanced computer software skills, including writing macros in Excel and other accounting packages | Professional qualification such as CA or CPA or CFA | "
128,Software Development Team Leader,Our Education,1 month ago,"Nasr City, Cairo, Egypt ",Full timeManager · 5+ Yrs of Exp · Information Technology (IT) · Software Development · Software Engineering · Engineering · Computer Science · Web Development · PHP · OOP · Angular · Testing,https://wuzzuf.net/jobs/p/1ZqAdXDIBrkh-Software-Development-Team-Leader-Our-Education-Cairo-Egypt?o=129&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,Confidential,"Bachelor’s degree in any field, preferably with a computer science or engineering background | 5+ years of relevant experience (at least 2 of them as a team leader). | Excellent knowledge of web development (PHP Laravel - Angular - Vue). | Excellent knowledge of DB concepts and tools.. | Excellent knowledge of OOP (concepts, techniques, principles, analysis, and design). | Excellent knowledge of design patterns. | Excellent knowledge of data processing and handling various types and sizes of documents and media. | Excellent knowledge and experience with DDD. | Experience with CI/CD is a plus. | Experience with Unit testing. | Experience with automation testing. | Experience with multi-threading and concurrency. | Experience with debugging, performance profiling and optimization. | Knowledge of video processing is a plus. | Experience with AWS services is a plus. | Experience with Docker is plus. | "
129,Project Manager,Millensys,29 days ago,"New Cairo, Cairo, Egypt ",Full timeManager · 5 - 10 Yrs of Exp · Project Management · Implementation · Training · Technical · Quality · Engineering · Management · Information Technology (IT) · Project · Business,https://wuzzuf.net/jobs/p/IRVcfKZznq1a-Project-Manager-Millensys-Cairo-Egypt?o=130&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,Confidential,Not readable
